Datetime,Ticker,Industry,Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Income,Non-Operating Income Loss,Pretax Income,Income Tax Expense,Net Extraordinary Losses,Net Income,"Basic EPS, GAAP",Diluted Weighted Avr # of Shares,"Diluted EPS, GAAP",EBITDA,Trailing 12M EBITDA Margin,Gross Margin,Operating Margin,Profit Margin,Dividends per Share,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Non-Cash Working Capital,Change in Accounts & Notes Receivable,Change in Inventories,Change in Accounts Payable,Change in Other,Cash from Operating Activities,Change in Fixed & Intangible Assets,Acquisition of Fixed & Intangibles,Other Investing Activities,Cash from Investing Activities,Dividends Paid,Cash from Repaid Debt,Cash from Repurchase of Equity,Other Financing Activities,Cash from Financing Activities,Net Changes in Cash,Free Cash Flow,Free Cash Flow per Basic Share,Price to Free Cash Flow,Cash Flow to Net Income,"Cash, Cash Equivalents & STI",Accounts & Notes Receivable,Inventories,"Property, Plant & Equip",LT Investments & Receivables,Other LT Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,ST Debt,Other ST Liabilities,Total Current Liabilities,LT Debt,Other LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Share Capital & APIC,Other Equity,Equity Before Minority Interest,Total Equity,Total Liabilities & Equity,Net Debt,Cash Conversion Cycle,Number of Employees,Last Price,Sales Actual,Net Income Actual,Enterprise Value,Price to Book,P/E,Shares Outstanding,Capital Expenditures,Personal Consumption Expenditures,CPI Urban Consumers YOY,ISM Manufacturing,Change in Nonfarm Payrolls,Unemployment Rate,Housing Starts,US Trade Balance
2019-07-18,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.6537,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,51.415,53809,10044,844065.0845,9.6617,17.512,18404.3,-2000,0.23,1.6,51.5,130,3.6,1235,-48.902
2019-07-19,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.4051,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,50.648,53809,10044,829939.7843,9.5175,17.2506,18404.3,-2000,0.23,1.6,51.5,130,3.6,1235,-48.902
2019-07-20,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.4051,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,50.648,53809,10044,829939.7843,9.5175,17.2506,18404.3,-2000,0.23,1.6,51.5,130,3.6,1235,-48.902
2019-07-21,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.4051,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,50.648,53809,10044,829939.7843,9.5175,17.2506,18404.3,-2000,0.23,1.6,51.5,130,3.6,1235,-48.902
2019-07-22,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.78,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,51.805,53809,10044,851242.7615,9.735,17.6449,18404.3,-2000,0.23,1.6,51.5,130,3.6,1235,-48.902
2019-07-23,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.9112,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,52.21,53809,10044,858696.503,9.8111,17.7828,18404.3,-2000,0.23,1.6,51.5,130,3.6,1235,-48.902
2019-07-24,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.8974,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,52.168,53809,10044,857914.3202,9.8031,17.7683,18404.3,-2000,0.23,1.6,51.5,130,3.6,1235,-48.902
2019-07-25,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.7638,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,51.755,53809,10044,850322.5465,9.7256,17.6279,18404.3,-2000,0.23,1.6,51.5,130,3.6,1235,-48.902
2019-07-26,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.8221,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,51.935,53809,10044,853635.3205,9.7594,17.6892,18404.3,-2000,0.23,1.6,51.5,130,3.6,1235,-48.902
2019-07-27,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.8221,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,51.935,53809,10044,853635.3205,9.7594,17.6892,18404.3,-2000,0.23,1.6,51.5,130,3.6,1235,-48.902
2019-07-28,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.8221,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,51.935,53809,10044,853635.3205,9.7594,17.6892,18404.3,-2000,0.23,1.6,51.5,130,3.6,1235,-48.902
2019-07-29,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.9792,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,52.42,53809,10044,862561.406,9.8505,17.8544,18404.3,-2000,0.23,1.6,51.5,130,3.6,1235,-48.902
2019-07-30,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.9063,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,52.195,53809,10044,858420.4385,9.8083,17.7777,18404.3,-2000,0.23,1.6,51.5,130,3.6,1235,-48.902
2019-07-31,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,17.2513,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,53.26,53809,10044,860574.1072,10.0084,18.1405,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-01,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.878,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,52.108,53809,10044,839740.6874,9.7918,17.7479,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-02,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.5209,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,51.005,53809,10044,819811.1036,9.5846,17.3724,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-03,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.5209,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,51.005,53809,10044,819811.1036,9.5846,17.3724,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-04,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.5209,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,51.005,53809,10044,819811.1036,9.5846,17.3724,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-05,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,15.6561,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,48.335,53809,10044,771546.2612,9.0829,16.463,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-06,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,15.9524,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,49.25,53809,10044,788086.46,9.2548,16.7746,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-07,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.1176,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,49.76,53809,10044,797305.5872,9.3507,16.9484,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-08,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.4731,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,50.858,53809,10044,817144.7874,9.5569,17.3222,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-09,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.2755,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,50.248,53809,10044,806117.9882,9.4423,17.1144,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-10,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.2755,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,50.248,53809,10044,806117.9882,9.4423,17.1144,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-11,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.2755,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,50.248,53809,10044,806117.9882,9.4423,17.1144,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-12,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.2342,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,50.12,53809,10044,803813.2064,9.4183,17.071,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-13,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.9217,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,52.243,53809,10044,842181.0446,9.8172,17.7939,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-14,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.4181,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,50.688,53809,10044,814071.745,9.525,17.2643,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-15,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.3363,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,50.435,53809,10044,809507.3732,9.4775,17.1783,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-16,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.7217,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,51.625,53809,10044,831018.67,9.7011,17.5836,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-17,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.7217,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,51.625,53809,10044,831018.67,9.7011,17.5836,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-18,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.7217,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,51.625,53809,10044,831018.67,9.7011,17.5836,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-19,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,17.0335,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,52.588,53809,10044,848417.513,9.882,17.9114,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-20,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,17.0343,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,52.59,53809,10044,848462.7048,9.8825,17.9123,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-21,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,17.2189,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,53.16,53809,10044,858766.4352,9.9896,18.1064,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-22,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,17.2043,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,53.115,53809,10044,857952.9828,9.9811,18.0911,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-23,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.4091,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,50.66,53809,10044,813574.6352,9.5198,17.2549,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-24,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.4091,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,50.66,53809,10044,813574.6352,9.5198,17.2549,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-25,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.4091,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,50.66,53809,10044,813574.6352,9.5198,17.2549,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-26,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.7209,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,51.623,53809,10044,830973.4782,9.7007,17.5827,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-27,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.5322,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,51.04,53809,10044,820443.7888,9.5912,17.3843,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-28,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.6432,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,51.383,53809,10044,826635.0654,9.6556,17.501,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
2019-08-29,AAPL,Technology,53809,33582,20227,0,11544,-367,11911,1867,0,10044,0.55,18405.52,0.545,14477,29.5502,37.5904,21.4537,18.666,0.1925,2933,-2613,86,-4195,1272,919,1502,220,-1369,11636,-2000,-2000,29822,27502,-3629,-5073,-16954,-1148,-26804,12334,9636,0.5271,16.925,1.1585,94614,14148,3355,37636,115996,33634,187266,322239,29115,23482,37107,89704,84936,51143,136079,225783,43371,-639,96456,96456,322239,-102192,-47.3688,132000,52.253,53809,10044,842361.8118,9.8191,17.7973,18076.72,-2000,0.14,1.8,51,78,3.7,1232,-48.351
