Datetime,Ticker,Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Income,Non-Operating Income Loss,Pretax Income,Income Tax Expense,Net Extraordinary Losses,Net Income,"Basic EPS, GAAP",Diluted Weighted Avr # of Shares,"Diluted EPS, GAAP",EBITDA,Trailing 12M EBITDA Margin,Gross Margin,Operating Margin,Profit Margin,Dividends per Share,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Non-Cash Working Capital,Change in Accounts & Notes Receivable,Change in Inventories,Change in Accounts Payable,Change in Other,Cash from Operating Activities,Change in Fixed & Intangible Assets,Acquisition of Fixed & Intangibles,Other Investing Activities,Cash from Investing Activities,Dividends Paid,Cash from Repaid Debt,Cash from Repurchase of Equity,Other Financing Activities,Cash from Financing Activities,Net Changes in Cash,Free Cash Flow,Free Cash Flow per Basic Share,Price to Free Cash Flow,Cash Flow to Net Income,"Cash, Cash Equivalents & STI",Accounts & Notes Receivable,Inventories,"Property, Plant & Equip",LT Investments & Receivables,Other LT Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,ST Debt,Other ST Liabilities,Total Current Liabilities,LT Debt,Other LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Share Capital & APIC,Other Equity,Equity Before Minority Interest,Total Equity,Total Liabilities & Equity,Net Debt,Cash Conversion Cycle,Number of Employees,Last Price,Sales Actual,Net Income Actual,Enterprise Value,Price to Book,P/E,Shares Outstanding,Capital Expenditures,Personal Consumption Expenditures,CPI Urban Consumers YOY,ISM Manufacturing,Change in Nonfarm Payrolls,Unemployment Rate,Housing Starts,US Trade Balance
2001-02-08,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,19.2934,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.371,1007,-207,3414.1286,1.9318,23.7127,19337.215,-22,0.37,3.7,42.3,-10,4.2,1600,-35.202
2001-02-09,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,17.7825,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.342,1007,-207,2853.0041,1.7805,21.8556,19337.215,-22,0.37,3.7,42.3,-10,4.2,1600,-35.202
2001-02-10,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,17.7825,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.342,1007,-207,2853.0041,1.7805,21.8556,19337.215,-22,0.37,3.7,42.3,-10,4.2,1600,-35.202
2001-02-11,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,17.7825,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.342,1007,-207,2853.0041,1.7805,21.8556,19337.215,-22,0.37,3.7,42.3,-10,4.2,1600,-35.202
2001-02-12,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,18.3055,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.352,1007,-207,3047.2395,1.8329,22.4985,19337.215,-22,0.37,3.7,42.3,-10,4.2,1600,-35.202
2001-02-13,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,17.7825,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.342,1007,-207,2866.8045,1.7805,21.8556,19377.624,-22,0.37,3.7,42.3,-10,4.2,1600,-35.202
2001-02-14,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,18.1311,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.348,1007,-207,2996.5653,1.8154,22.2842,19377.624,-22,0.37,3.7,42.3,-10,4.2,1600,-35.202
2001-02-15,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,18.6542,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.358,1007,-207,3191.2066,1.8678,22.927,19377.624,-22,0.37,3.7,42.3,-10,4.2,1600,-35.202
2001-02-16,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,17.6662,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.339,1007,-207,2823.5508,1.7689,21.7128,19377.624,-22,0.37,3.7,42.3,-10,4.2,1600,-35.202
2001-02-17,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,17.6662,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.339,1007,-207,2823.5508,1.7689,21.7128,19377.624,-22,0.37,3.7,42.3,-10,4.2,1600,-35.202
2001-02-18,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,17.6662,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.339,1007,-207,2823.5508,1.7689,21.7128,19377.624,-22,0.37,3.7,42.3,-10,4.2,1600,-35.202
2001-02-19,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,17.6662,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.339,1007,-207,2823.5508,1.7689,21.7128,19377.624,-22,0.37,3.7,42.3,-10,4.2,1600,-35.202
2001-02-20,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,17.027,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.327,1007,-207,2585.6559,1.7049,20.9271,19377.624,-22,0.37,3.7,42.3,-10,4.2,1600,-35.202
2001-02-21,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,17.55,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.337,1007,-207,2780.2972,1.7573,21.5699,19377.624,-22,0.37,3.7,42.3,-10,4.2,1600,-35.202
2001-02-22,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,17.4919,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.336,1007,-207,2758.6704,1.7514,21.4985,19377.624,-22,0.37,3.7,42.3,-10,4.2,1600,-35.202
2001-02-23,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,17.4919,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.336,1007,-207,2758.6704,1.7514,21.4985,19377.624,-22,0.37,3.7,42.3,-10,4.2,1600,-35.202
2001-02-24,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,17.4919,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.336,1007,-207,2758.6704,1.7514,21.4985,19377.624,-22,0.37,3.7,42.3,-10,4.2,1600,-35.202
2001-02-25,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,17.4919,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.336,1007,-207,2758.6704,1.7514,21.4985,19377.624,-22,0.37,3.7,42.3,-10,4.2,1600,-35.202
2001-02-26,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,18.1311,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.348,1007,-207,2996.5653,1.8154,22.2842,19377.624,-22,0.37,3.7,42.3,-10,4.2,1600,-35.202
2001-02-27,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,18.0149,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.346,1007,-207,2953.3117,1.8038,22.1413,19377.624,-22,0.37,3.7,42.3,-10,4.2,1600,-35.202
2001-02-28,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,16.9689,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.326,1007,-207,2564.0291,1.6991,20.8557,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
2001-03-01,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,17.4338,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.335,1007,-207,2737.0436,1.7456,21.4271,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
2001-03-02,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,17.8987,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.344,1007,-207,2910.0581,1.7922,21.9985,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
2001-03-03,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,17.8987,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.344,1007,-207,2910.0581,1.7922,21.9985,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
2001-03-04,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,17.8987,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.344,1007,-207,2910.0581,1.7922,21.9985,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
2001-03-05,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,18.9447,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.364,1007,-207,3299.3407,1.8969,23.2841,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
2001-03-06,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,19.9907,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.384,1007,-207,3688.6233,2.0016,24.5697,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
2001-03-07,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,19.7583,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.379,1007,-207,3602.1161,1.9784,24.284,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
2001-03-08,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,19.3515,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.372,1007,-207,3450.7284,1.9376,23.7841,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
2001-03-09,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,18.8285,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.362,1007,-207,3256.0871,1.8853,23.1413,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
2001-03-10,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,18.8285,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.362,1007,-207,3256.0871,1.8853,23.1413,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
2001-03-11,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,18.8285,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.362,1007,-207,3256.0871,1.8853,23.1413,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
2001-03-12,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,17.3176,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.333,1007,-207,2693.79,1.734,21.2843,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
2001-03-13,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,18.1893,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.349,1007,-207,3018.1922,1.8213,22.3556,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
2001-03-14,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,19.0028,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.365,1007,-207,3320.9675,1.9027,23.3555,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
2001-03-15,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,18.3055,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.352,1007,-207,3061.4458,1.8329,22.4985,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
2001-03-16,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,18.2474,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.35,1007,-207,3039.819,1.8271,22.427,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
2001-03-17,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,18.2474,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.35,1007,-207,3039.819,1.8271,22.427,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
2001-03-18,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,18.2474,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.35,1007,-207,3039.819,1.8271,22.427,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
2001-03-19,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,19.1191,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.367,1007,-207,3364.2211,1.9144,23.4984,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
2001-03-20,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,18.3055,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.352,1007,-207,3061.4458,1.8329,22.4985,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
2001-03-21,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,18.7123,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.359,1007,-207,3212.8335,1.8736,22.9984,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
2001-03-22,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,20.107,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.386,1007,-207,3731.8769,2.0133,24.7126,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
2001-03-23,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,21.3854,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.411,1007,-207,4207.6668,2.1413,26.2839,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
2001-03-24,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,21.3854,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.411,1007,-207,4207.6668,2.1413,26.2839,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
2001-03-25,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,21.3854,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.411,1007,-207,4207.6668,2.1413,26.2839,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
2001-03-26,AAPL,1007,1028,-21,0,-420,-125,-295,-88,-12,-195,-0.0104,18881.52,-0.0104,-396,1.354,-2.0854,-41.708,-19.3644,0,24,-178,-92,-86,336,512,12,-520,332,-13,-22,-22,579,556,0,0,3,0,3,546,-35,-0.0019,20.2511,0.9294,4065,441,21,325,447,288,1060,5986,637,0,1000,1637,311,326,637,2274,1578,41,3712,3712,5986,-3754,-26.6573,6960,0.389,1007,-207,3785.5114,2.0277,24.8897,19377.624,-22,0.18,3.5,42.1,92,4.2,1625,-29.301
